,Datetime,TweetId,Text
28,2021-02-19 23:59:56+00:00,1362914848078770176,"@KyleKulinski @justicedems Kyle, congrats on starting an organization that is now fighting for the nomination of Neera Tanden!  You must be proud.  You should have thrown Alexandria Rojas out on her ass when she threatened you.  We all see now this is all about her. Her power."
29,2021-02-19 23:59:56+00:00,1362914847457873921,@Archiebonker @JetsCentric Tough to be great with 3:40 seconds of ice time. Thought he was doing alright the other games he played.
30,2021-02-19 23:59:55+00:00,1362914847080472579,"@pulappct mostraram um pouco sobre overwatch 2, diablo 4 e uns outros jogos da blizzard aí mas nada muito wow"
31,2021-02-19 23:59:55+00:00,1362914846661103616,Academia Power Fit https://t.co/ZM5iIYYUJa https://t.co/kwa5NwbTAG
32,2021-02-19 23:59:55+00:00,1362914846241529864,"@thekjgeorge @INCIndia @INCKarnataka @INCSarvagna PLEASE add some Water Plant or any shop to avoid people making our streets/road untidy and unhygenic, please #help remove #BlackSpot,#garbagethrowing near parijatha school.... Add 2 more cameras and additional street lights to get rid of unhealthy and unhygenic environment.."
33,2021-02-19 23:59:55+00:00,1362914845574664193,"@Tobi_Is_Fab Glad you got power back and that it looks like warmer weather is on it's way.  Hope a good time is had with your bro' &amp; fiancee.  

Didn't think about the power outage thing . . . maybe I should visit them then and I can bring the food? ! ?  😂"
34,2021-02-19 23:59:55+00:00,1362914845302038537,"@your_exbby thanks u too, don't forget to drink a lot of water and happy weekend!"
35,2021-02-19 23:59:55+00:00,1362914845138518020,"@H_MitchellPhoto @SenTedCruz If my parents had left behind any of our animals to freeze to death when I was a teen, I'd have screamed my head off. Not only is @SenTedCruz an person who lacks empathy, his wife and kids are as well."
36,2021-02-19 23:59:55+00:00,1362914843649572864,"7 / The real question is - “Do we now have the political will to make these investments and adapt + harden our power, water and telecom systems against severe weather events?” @JesseJenkins @MichaelEWebber @joshdr83"
37,2021-02-19 23:59:55+00:00,1362914843615850498,@TonyBrunoShow @HillaryClinton I didn’t vote for her either. I regretted it in the first three months. As a member of Maralago I was impressed to be close to ultimate power but as w/all things Trump it was smoke &amp; mirrors &amp; lies. It was a con on a grand scale &amp; the courts will have to clean up the carnage.
38,2021-02-19 23:59:55+00:00,1362914843200749571,@Blizzard_Ent @ElGranFaravahar Can't find warcraft3 😔
39,2021-02-19 23:59:54+00:00,1362914842844176385,"@satscribe @Gemalogical @atxwxgirl Agreed. We obviously need to look at this very deeply, I am skeptical about a motive until we have some more data. No one should have been without power for days."
40,2021-02-19 23:59:54+00:00,1362914842689089537,@storm_ofmylife vou me j
41,2021-02-19 23:59:54+00:00,1362914841657245698,@sujayjaswa Fauci doesn’t decide what defines normal for the millions of U.S. citizens. Rational common sense folks don’t need a human weather vane to know which way the wind blows in their lives.
42,2021-02-19 23:59:54+00:00,1362914841221091333,"@rebeccawilk0 People use water

Wtf"
43,2021-02-19 23:59:54+00:00,1362914840218456068,@TonyReali 1/5 of all fresh water on earth. 😮
44,2021-02-19 23:59:54+00:00,1362914839178412037,Blizzard Arcade Collection é lançada de surpresa para consoles e PC - Pizza Fria https://t.co/LBpJyM5T7a https://t.co/vRjlDaRUWK
45,2021-02-19 23:59:53+00:00,1362914837882425355,@firelorddany Imagine they made Sokka a water bender instead- Id literally cry
46,2021-02-19 23:59:53+00:00,1362914837706104833,"@neilwrites @CBadcock @Raf_Epstein She did, stop patronising, your choice of illustration was crap. ""Here is the graph showing that when the tap is turned off, no water flows from it anymore"" really? Wow! Incredible! Only interesting info in the article is that FB contrib to news site traffic went from 15% to 5%"
47,2021-02-19 23:59:53+00:00,1362914836074680325,@Moleesh @MoussaMakarfi Bottle water Guy lolz
48,2021-02-19 23:59:53+00:00,1362914836041015297,@fuckingfetus But have you listened to the Naruto storm 4 main menu theme for 24 hours straight yet?
49,2021-02-19 23:59:53+00:00,1362914835231571969,"No. ... when it is a ""wet"" start, they MUST put on rain tires. They then decide when to switch to slicks. https://t.co/fLG4A0KrAp"
50,2021-02-19 23:59:53+00:00,1362914834938028032,"Going through a shit storm right now in my life, but I just have to say organizations that provide confidential support text and call lines are a Godsend for a private, isolated woman like me🥺"
51,2021-02-19 23:59:53+00:00,1362914834845552640,"Yes, this does relate to #ClimateChange

Historic winter storm raises questions about climate change and cold - ABC News - https://t.co/ucxERITa2s via @ABC #climate"
52,2021-02-19 23:59:52+00:00,1362914834241773577,@DaveyCenter @aaronbearden93 @_HollyCain We’re quaking in our rain boots.
53,2021-02-19 23:59:52+00:00,1362914834044477441,@TheNotoriousHPB @JMillerOcuin Be one with the ice and snow.
54,2021-02-19 23:59:52+00:00,1362914833176416258,"Daily rain report for my station at 23:59: 
Daily Rain: 0.0mm. 
Max rain rate: 0.0mm/h at N/A"
55,2021-02-19 23:59:52+00:00,1362914832605970434,While the snow flies let’s think summer at the farmers market where DPW held 4 trash to treasure events over the last two years. We want to see your pictures from the treasures you took out of the containers. Pictured here is a dry sink that was re-done from our very first event. https://t.co/PZZVwm6gDF
56,2021-02-19 23:59:52+00:00,1362914831955804162,fvck blizzard
57,2021-02-19 23:59:52+00:00,1362914831238639631,"I just realised we are never going to see bloopers of the ice skating and yoga scenes, I may cry"
58,2021-02-19 23:59:51+00:00,1362914830152331267,@storm_ofmylife vou me arrumar uer
59,2021-02-19 23:59:51+00:00,1362914828390596609,"@wanhedajourney if the trumpies can storm the capitol, the gays can storm amazons hq"
60,2021-02-19 23:59:51+00:00,1362914828122259459,@storm_ofmylife vou me j
61,2021-02-19 23:59:51+00:00,1362914826452930560,@CarellaJoe @BaltimoreDPW Storage of treated water.  Baltimore’s water is freshwater sourced from the Gunpowder &amp; Patapsco so desalination (in terms of salt removal)  is not necessary.
62,2021-02-19 23:59:50+00:00,1362914826293448705,"@bskousen @0xPolygon @mcuban @mcuban has already been keeping an eye on #matic 
It's time for people to realise the L2 power!!!"
63,2021-02-19 23:59:50+00:00,1362914825672744963,"After a week of below freezing temps, an ice storm, not one, not two, but THREE busted water pipes. One being the main. In the frick fracking south.

I really needed this 😭😭"
64,2021-02-19 23:59:50+00:00,1362914825442058243,@DanRather I'm so sorry for your inconvenience.  I guess this is the first time you've lost power and need some sympathy.  Well FU. There r whole states w/o power and its called mother nature. Not the governments fault
65,2021-02-19 23:59:50+00:00,1362914825140060165,Daily rain report for my station at 11:59 pm: Daily Rain: 3.6. Max rain rate: 2.0 at 11:03 AM
66,2021-02-19 23:59:49+00:00,1362914821235212288,Might play some Naruto Storm cause I’m actually really hyped for the Demon slayer game
67,2021-02-19 23:59:49+00:00,1362914821017137154,"@Lightroom Shoot, shoot, then shoot some more. Go out in good weather and bad.  Look at your shots and ask how you’d do it differently.  Then go out and reshoot it better the next time."
68,2021-02-19 23:59:49+00:00,1362914820509470720,@kiwikamikaze She has found the flowery miracle with the power of perseverance! A fantastic rainbow fanart piece 🌈✨🌺
69,2021-02-19 23:59:49+00:00,1362914820329246724,Daily rain report for my station at 11:59 pm: Daily Rain: 55.0. Max rain rate: 0.0 at N/A
70,2021-02-19 23:59:49+00:00,1362914820119552000,@TheMigoze Greatest country on the world (supposedly) can’t handle some frozen water lolololol
71,2021-02-19 23:59:49+00:00,1362914820102701061,garcia and monty together &gt;&gt;&gt; the power they hold
72,2021-02-19 23:59:49+00:00,1362914819909779456,"kmfsl but ima just freeze it, cause nah.. i work toma😩"
73,2021-02-19 23:59:49+00:00,1362914819674791943,"✍ 
人生は公平ではない。そのことに慣れよう。"
74,2021-02-19 23:59:49+00:00,1362914819511304193,"From this week's American College of Allergy, Asthma and Immunology:  Despite this week's snow, spring is just around the corner.

https://t.co/lCCK5uF4T9"
75,2021-02-19 23:59:49+00:00,1362914818018148358,That’s what I told the storm!
76,2021-02-19 23:59:48+00:00,1362914817665720322,what’s next… sokka being a water bender?! 😵‍💫 https://t.co/ZfakG1DhTX
77,2021-02-19 23:59:48+00:00,1362914816155869184,@1der_Mom @CavasinTracey @CNN What would they have done if they had succeeded from the US 🙄 All 50 states have donated food and water and other necessities to them because their own state hasn't done squat.
78,2021-02-19 23:59:48+00:00,1362914815455481860,@crfcxsta HAYLANDER COMÉDIA ROUBAMO O TEUS ICE MEU PIRU NA SUA BOCA DERRETE IGUAL CHOCOLATEEE
79,2021-02-19 23:59:48+00:00,1362914813995802625,"Are YOU getting this Friday evening snow? If so, send pics or a report on how much! Thanks. https://t.co/brtS498vAy"
80,2021-02-19 23:59:47+00:00,1362914813337350144,Freeze Corleone https://t.co/Kj8J0Kg0fQ
81,2021-02-19 23:59:47+00:00,1362914813106675712,"When you call my name
It's like a little prayer
I'm down on my knees
I want to take you ~there~
In the midnight hour
I can feel ~your power~
Just like a prayer
You know I'll take you ~there~ https://t.co/ltI95q4uJE"
82,2021-02-19 23:59:47+00:00,1362914812674461698,Blizzard be causing ow streamers outrage rn lol
83,2021-02-19 23:59:47+00:00,1362914812653633541,"Piles of snow outside, -8C feels like -14C … but like a good Canadian🍁 , FIRE UP THE BARBECUE! https://t.co/IR1P7Q42nL"
84,2021-02-19 23:59:47+00:00,1362914812150251520,Snow Manの順位が下がってしまった…
85,2021-02-19 23:59:47+00:00,1362914811668017154,Daily rain report for my station at 11:59 pm: Daily Rain: 1.0. Max rain rate: 0.0 at N/A
86,2021-02-19 23:59:47+00:00,1362914810929766400,"So, come to find out, i stock a pantry very poorly for someone who knew a blizzard was on the way.

I'm taking suggestions for how to rectify this.

What are some food items that are good to have stocked in your pantry that will also keep indefinitely?"
87,2021-02-19 23:59:47+00:00,1362914810590072837,My bestie and her beautiful girl enjoyed some fun in the snow with us. #SnowDay2021 https://t.co/jmsYsJnT0v
88,2021-02-19 23:59:47+00:00,1362914810250162176,"""You spill into my heart my heart like a snow"" - an indirect confession. You know who is it. 😏👍 https://t.co/l1zIORhV7e"
89,2021-02-19 23:59:47+00:00,1362914810011254790,@AnthonyFarnell @StormWeatherDog My employer won’t even allow me to bring my kid in on a snow day...and it’s a school!
90,2021-02-19 23:59:46+00:00,1362914809549709316,@BettingtonTim @USDA @Zoetis What also will help farmers continue to deliver good crop and food is clean water!! @USDA DO NOT sign the #oakflat land deed away to foreign mining interest @resolutioncu #SaveOakFlat !!
91,2021-02-19 23:59:46+00:00,1362914809512144896,"Bro if y'all let climate change get to the point where I'm getting snow on my tropical island, EVERYONE catching these cold ass hands."
92,2021-02-19 23:59:46+00:00,1362914809319145473,This is awesome. We have now saturated the column more importantly now and have nice dendrites falling and are accumulating well at 25-26 degrees. Good snow growth. https://t.co/0tM0rsAv82
93,2021-02-19 23:59:46+00:00,1362914809143058433,...I think I’ll buy myself a headband wig as a gift myself for surviving a blizzard in a panny.
94,2021-02-19 23:59:46+00:00,1362914808476147713,@TigheSam I heard Hilga or Hilda too!
95,2021-02-19 23:59:46+00:00,1362914808304177154,"@francispreve Yeah, I don’t think I’ll ever trust in things like power and water again."
96,2021-02-19 23:59:46+00:00,1362914808102858759,They don’t care about the kids!  They’re loving their power trip! https://t.co/1mRnLYKz2D
97,2021-02-19 23:59:46+00:00,1362914806857146373,@brokenangelK19 3 kids younger than 10 years old. He's been out of power and had a busted pipe WHILE doing all this. He wanted to settle down and make his fans happy and get a break. People will hate on him for BREATHING.🙄
98,2021-02-19 23:59:46+00:00,1362914806265749506,i’m over all this snow i can’t even order me no grub!! #UAPB_RYS21 #Lane_RYS21
99,2021-02-19 23:59:46+00:00,1362914806068613121,I won the Storm Warning achievement in Wreckfest for 20 points on #TrueAchievements https://t.co/puTpzThVcV
100,2021-02-19 23:59:46+00:00,1362914805556776961,@rain_hiyo_ おはよ！
101,2021-02-19 23:59:46+00:00,1362914805506531329,@atxwxgirl We got the same 'theory' in SA.  I can assure you that even though I live on the northern (affluent side) I lost count how many times my power went out for 3.5 days &amp; my eventual indoor temp of 49°F did not somehow equate to comfortability.. #Justsayin
102,2021-02-19 23:59:45+00:00,1362914804856467458,"#CocaCola Goes WOKE And Demeans White Employees For Doing Nothing

Suddenly @CocaCola Products Seem Less Appealing ...
Identity Politics Has Infiltrated Corporate America, But The Consumer Has All The Power In Their Decisions On What Products To Buy https://t.co/Hp2IrIrMXz"
103,2021-02-19 23:59:45+00:00,1362914804814340099,"@ChainLinkGod @tlebon @cz_binance It's similar to the argument that BSV has. 'We have more transactions!' Yeah, cause you have a couple apps just spamming shit like weather updates."
104,2021-02-19 23:59:45+00:00,1362914804734832642,nossa a música que eu mais ouvi na vida é sweater weather...... o que isso diz sobre mim?
105,2021-02-19 23:59:45+00:00,1362914804504162305,@chelseatoniann Water gone mumz
106,2021-02-19 23:59:45+00:00,1362914804093116416,"When your fridge stops working during the cold winter.

Put it all in boxes plastic bag wrapped and put it in your garage. If items need to remain frozen, North side of the house.

If you have a snow bank that is even easier.

In the summer, you are out of luck. https://t.co/AeU6M7VUn4"
107,2021-02-19 23:59:45+00:00,1362914802910306310,@memangrum A little amazed that your colleagues let the Floridian drive in the snow. 😃
108,2021-02-19 23:59:45+00:00,1362914802637692931,@storm_ofmylife vou me jogar de um prédio KKKKKKK MDS
109,2021-02-19 23:59:45+00:00,1362914802268475393,j a lil tb for the twit bc i miss warm weather https://t.co/P0maiVmrrR
110,2021-02-19 23:59:45+00:00,1362914802025123843,U know your black if you know about that hot water Nd soap 😂😂😂 when it comes to juice spilled ona carpet .
111,2021-02-19 23:59:45+00:00,1362914801857437696,"I tried to give this homeless man some water and this nigga wanna talk about ""I already have two water bottles, I want money"" like ??? I'm trying to help you the best way I can and you wanna have demands? go to hell 😭"
112,2021-02-19 23:59:45+00:00,1362914801610088448,@Hattori_Racing Hey I’m just glad it’s the road course so it won’t get delayed/rain-shortened! I’m sure it’ll be chaotic - good luck tonight! 🏎 🌧
113,2021-02-19 23:59:44+00:00,1362914799550664711,"This is also why it's so infuriating to see politicians say ""we need to do something."" No, YOU need to do something. You're the one with the power to change things! That's why you (ostensibly) got the position to do so!"
114,2021-02-19 23:59:44+00:00,1362914798913077248,@Emilialia_ Ah ?
115,2021-02-19 23:59:44+00:00,1362914798166499333,@Normalguygamer @Xeronan @That0neTiger @PlayOverwatch small indie studio blizzard
116,2021-02-19 23:59:44+00:00,1362914797747068929,I don’t pay my water bill to not have water
117,2021-02-19 23:59:44+00:00,1362914797717655555,"なによりこれがすげー嬉しい
ロックンロールレーシング！
最高！

Blizzard Arcade Collection Reveal Trailer | BlizzCon 2021 https://t.co/iQHRSIqbLv @YouTubeより"
118,2021-02-19 23:59:44+00:00,1362914797667377153,"Pretty sure that an exercise machine that mimics shoveling snow is going to be a loser, right?"
119,2021-02-19 23:59:44+00:00,1362914797608525824,トレンドのシチューに朝から大笑いしてます。
120,2021-02-19 23:59:44+00:00,1362914797554122752,"Well, you're wrong.
 (She,, hugs her knees tighter.)

   You're invaluable. 

 Water is wet, and the sun is in the sky. Cats have four legs. https://t.co/ju0Q2wgHFo"
121,2021-02-19 23:59:44+00:00,1362914797365379074,"@_noskcaj_17 Silent Hill's subconscious power mixed with liminal spaces emptiness.

The foreboding dread of Kubrick's The Shining's hotel without the ghosts and double the inner destruction."
122,2021-02-19 23:59:44+00:00,1362914797117988864,"I finished The Road during the longest stretch of having snow on the ground that I can remember. Very fitting. Great read, worth checking out! @tlange @jposhaughnessy"
123,2021-02-19 23:59:43+00:00,1362914796547411970,@ultimatejingle Asking for a friend; Will her portfolio survive a power blackout ?
124,2021-02-19 23:59:43+00:00,1362914796245553155,"@MarkChangizi Basically you ski from hot choc to hot choc, snow is pure dusty powder though."
125,2021-02-19 23:59:43+00:00,1362914794454454274,@Snow___cover 黒髪です
126,2021-02-19 23:59:43+00:00,1362914794068725764,"On a more serious note, this panic buying is fucking ridiculous. As far as we can tell the winter weather is over after tonight theres no need to buy everything at the store. It wasnt even necessary last week either. Jfc There are people with nothing while others have a shit ton."
127,2021-02-19 23:59:43+00:00,1362914793833775110,@brendonme Nice blowing snow you got there.
128,2021-02-19 23:59:43+00:00,1362914793691176961,@_nitaab “Adults” on a damn power trip 😒
129,2021-02-19 23:59:43+00:00,1362914793598767104,@alt_kid_on_acid the last time I drank water was last night
130,2021-02-19 23:59:43+00:00,1362914793451966465,honestly running in the rain is pretty fun
131,2021-02-19 23:59:42+00:00,1362914792730689540,@Blizzard_Ent Absolutely blows my mind. #BlizzConline
132,2021-02-19 23:59:42+00:00,1362914792516820996,"hey! remember to drink water, eat properly, and rest well! if everything is bad, im here for u &lt;3"
133,2021-02-19 23:59:42+00:00,1362914792009211904,@BrettGreer2 I’ve been a big fan of blizzard for many years but yeah I’m not a fan of Activision so I understand where you’re coming from I do. But let’s wait and see :)
134,2021-02-19 23:59:42+00:00,1362914791522787328,I won the Storm Warning achievement in Wreckfest for 20 points on #TrueAchievements https://t.co/a5JTn86Glr
135,2021-02-19 23:59:42+00:00,1362914791484981251,"@jockjeens Black ice, and black ice only"
136,2021-02-19 23:59:42+00:00,1362914789203263490,@JimSmith87 @UPS @amazon Check your snow banks!!! @FedEx just throws our out the window
137,2021-02-19 23:59:41+00:00,1362914788326723593,Love this snapshot of the ice &amp; snow from #oksd30 artists #okc #music https://t.co/dbsxkUWKF7
138,2021-02-19 23:59:41+00:00,1362914788305756162,@largecheese3 @Sir_Bedivere8 @kerbaron @DrKarlynB You’re saying that white supremacy is supported by all white people because you believe all white peoples are racists and want all the power to always keep other minorities down so you can feel superior?
139,2021-02-19 23:59:41+00:00,1362914787773005825,Update: Closed: Other Weather: EB on Rt. 606E at MM3 in Brunswick Co. All EB &amp; all WB travel lanes closed. 6:58PM
140,2021-02-19 23:59:41+00:00,1362914787085213699,@JamieLittleTV @ReganSmith @NASCARONFOX Where does one obtain one of those SWEET rain coats? That baby looks dry!!
141,2021-02-19 23:59:41+00:00,1362914786846064641,Update: Conditions: Snow/Ice: on multiple routes in Wythe Co. Potential Delays. 6:58PM
142,2021-02-19 23:59:41+00:00,1362914786426560512,"The trees are blossoming in this Spring weather. 

It's the middle of February."
143,2021-02-19 23:59:41+00:00,1362914786040832005,gatekeepers and censors who can now shape public opinion. That's far too much power for any company to hold and they should go back to being a platform and let people rely on the block function if they come across content they don't like. (2/3)
144,2021-02-19 23:59:41+00:00,1362914785906597888,@MrCiniak23 Wzajemnie Mati! Kolorowych snów 😊💫🤗
145,2021-02-19 23:59:41+00:00,1362914785092726785,"Every time I watch the overwatch voice actors panel I feel like playing Overwatch again. As much as the game's been left for dead by Blizzard, these people are awesome. #BlizzConline"
146,2021-02-19 23:59:41+00:00,1362914784648318980,@RepMattGaetz Well if not for the insurrection you supported the military could be helping those states hit by the winter storm
147,2021-02-19 23:59:40+00:00,1362914784430219269,Update: Closed: Other Weather: EB on Rt. 606E at MM3 in Brunswick Co. All EB &amp; all WB travel lanes closed. 6:58PM
148,2021-02-19 23:59:40+00:00,1362914783733948427,@RoundRaychel_ Rub his balls ka di ice or cold water. It works https://t.co/3Rf4w9sour
149,2021-02-19 23:59:40+00:00,1362914782148370433,@atppie u too rain
150,2021-02-19 23:59:40+00:00,1362914780655218692,@USMNT_Thoughts @UniteToWatch You still don’t seem to understand that Garber SUM @MLS will do anything &amp; everything in their power to kill anything that takes money away from their operation. They do so by controlling the board of @ussoccer https://t.co/VXTIsiR8U0
151,2021-02-19 23:59:40+00:00,1362914780617539586,"“what do you mean you don’t want to travel out during a winter blizzard and a pandemic to open the store for $8.35 an hour?”
-jobs, probably"
152,2021-02-19 23:59:39+00:00,1362914780034437124,@sumiresusie かわいそうが可愛いになりつつあるすーじぃさん…？←
153,2021-02-19 23:59:39+00:00,1362914779380084736,@jakebeckman @ry_storm @PhishTrivia @ColoJen @im7below @scottmik104 @attendancebias @_dennis_system @TheVic @wmchammer33 @hossafy @hellionraiser @MylesH1gh @Coganuts @SlimChaby @mikelowetpt @icculus42073 @ogkarate5 @colinjones @creskiny2k @rhinosphish @k8fuego @MattForMath @PhunkyWitch @cjdunlap @radiator9987 @jeffkravitz @_5S2S_ @j5thefarmer @strayney @pthish2016 @Emmybee_CA @ghosttwist @SFBikeMessenger @trey_talks @CincyToLondon @Uncle_Lope @zzbenz @andrewmatranga @week4paug @phreba21 @Dirtydirtyclean @Ixothial @Wolfenhaus @bondosf @hartmus @PHISHpointO @mlbandy @bighealy And he forgot he signed up for @PhishTrivia and I just reminded him LoL
154,2021-02-19 23:59:39+00:00,1362914778298142720,"Feel her power over you. Your life us nothing without her. Worship her now
@BlackBeautyDomm https://t.co/XW98VUtMeG"
155,2021-02-19 23:59:39+00:00,1362914777505419264,My ass got frost bite out there messing around in this damn snow
156,2021-02-19 23:59:39+00:00,1362914776934932482,@washingtonpost Opinion : is the weather more important than covid-19?
157,2021-02-19 23:59:38+00:00,1362914775848677376,Life was extremely warm before #backyardchickens but this morning I thought I might freeze bringing them water. https://t.co/wQRDgQgBqu
158,2021-02-19 23:59:38+00:00,1362914775253069825,@lilystgermain GET THAT SNOW JOVIE!!!
159,2021-02-19 23:59:38+00:00,1362914774846177285,Just posted a video @ Playing in the Snow https://t.co/DEaQLW1gWC
160,2021-02-19 23:59:38+00:00,1362914774468743168,"I'm not even try to be mean here, and if you like Blizzard ips, then fine, have fun, it is just, after that Diablo mobile thing, Overwatch 2 (same game, full price) and especially Warcraft reforged they've proofen to me that they are absolut shit nowadays!"
161,2021-02-19 23:59:38+00:00,1362914774271496193,주효신진짜웃겨
162,2021-02-19 23:59:38+00:00,1362914772996550657,"@KarinaMimoun ""Selv den stærkeste cigar bliver til aske"" -Storm P. 🕯️"
163,2021-02-19 23:59:38+00:00,1362914772132519938,@ThreeDailey https://t.co/au3LK0IQXP - this article explains it. The company Griddy offered power for what they paid - super cheap usually - until they ran out and ERCOT upped the price which means those customers paid the upped price as well
164,2021-02-19 23:59:37+00:00,1362914771813740549,this snow is so wild that i woke up at 4am having a panic attack that i had slept walk and drove my car and wrecked it. my ass had to go outside my apartment and make sure my car was still there.
165,2021-02-19 23:59:37+00:00,1362914770500911111,Blizzard is reeling me into their games again with druid and rogue classes for Diablo 4 😩
166,2021-02-19 23:59:37+00:00,1362914768244379651,"@Public_Citizen It’s funded by all of us in the sense that it’s funded by the fed gvt, which is the creation of PUBLIC MONEY, created by the act of Congressional appropriation, using the power of the purse that We the People give it—not by collecting fed tax$."
